пореден номер,заглавие,автор,година,том/част,инвентарен номер
11612,Книга апокрифи,"Чапек,Карл",,,23813
11613,Битието,"Зарев,Вл.",,,23815
11614,Животът на Гоген,"Перюшо,Анри",,,23816
11615,Берлин лександърплац,"Дьоблин,Ал.",,,23817
11616, Мисли върху изкуството,"Елюар,Пол",,,23818
11617,Спомени  за Учредителното събрание 1879,,,,23819
11618,В помощ на  краеведската работа,,,,23820
11619,1880-1937,"Йовков,Йордан",,,23821
11620,"Животът, начин на употреба","Перек,Жорж",,,23822
11621,Хр. Ботев,"Делчев,Борис",,,23835
11622,"Стихотворения,поеми","Манчев,Ат.",,,23836
11623,"Стихотворения,поеми","Манчев,Ат.",,,23837
11624,"Стихотворения,поеми","Манчев,Ат.",,,23838
11625, Математиката изучава,Кордемски,,,23840
11626,Преображения Матееви,"Пехливанов,Ил.",,,23841
11627,Кратък  речник по психо.,"Пирьов,Десев",,,23842
11628,Игра на стъклени перли,"Хесе,Х.",,,23843
11629,Големанов,"Костов,Ст.",,,23844
11630,Записки,"Федоренко,Н.Дипломат.",,,23845
11631,Натрупани мълчания,"Матев,Павел",,,23846
11632,Страшната ловна ...,"Караткевич,У.",,,23847
11633,Бялата птица,"Филипович,Корнел",,,23848
11634,Г.Димитров и худ. литература,,,,23850
11635,Тартюф,Молиер,,,23851
11636,Тартюф,Молиер,,,23854
11637,Тартюф,Молиер,,,23855
11638,Тартюф,Молиер,,,23856
11639,Тартюф,Молиер,,,23857
11640,Тартюф,Молиер,,,23859
11641,Тартюф,Молиер,,,23862
11642,Тартюф,Молиер,,,23863
11643,Тартюф,Молиер,,,23864
11644,Тартюф,Молиер,,,23865
11645,Тартюф,Молиер,,,23866
11646,Тартюф,Молиер,,,23867
11647,Тартюф,Молиер,,,23869
11648,Съдбата на човека,"Шолохов,М.",,,23870
11649,Съдбата на човека,"Шолохов,М.",,,23871
11650,Съдбата на човека,"Шолохов,М.",,,23872
11651,Съдбата на човека,"Шолохов,М.",,,23873
11652,Съдбата на човека,"Шолохов,М.",,,23875
11653,Съдбата на човека,"Шолохов,М.",,,23876
11654,Съдбата на човека,"Шолохов,М.",,,23877
11655,Съдбата на човека,"Шолохов,М.",,,23879
11656,Съдбата на човека,"Шолохов,М.",,,23880
11657,Съдбата на човека,"Шолохов,М.",,,23881
11658,Съдбата на човека,"Шолохов,М.",,,23882
11659,Съдбата на човека,"Шолохов,М.",,,23883
11660,Гогол,"Троев,Петко",,,23884
11661,Гогол,"Троев,Петко",,,23886
11662,Гогол,"Троев,Петко",,,23887
11663,Гогол,"Троев,Петко",,,23889
11664,Гогол,"Троев,Петко",,,23890
11665,Гогол,"Троев,Петко",,,23891
11666,Гогол,"Троев,Петко",,,23892
11667,Гогол,"Троев,Петко",,,23893
11668,Гогол,"Троев,Петко",,,23894
11669,Гогол,"Троев,Петко",,,23895
11670,Гогол,"Троев,Петко",,,23896
11671,Гогол,"Троев,Петко",,,23897
11672,Гогол,"Троев,Петко",,,23898
11673,Дейвид Ливингстон,"Воте,Х.",,,23899
11674,Дейвид Ливингстон,"Воте,Х.",,,23900
11675,Векове от слава т.2,"Чолпанов,Борис",,т.2,23901
11676,За математиката и математиците,,,,23902
11677,Избр. Произв. Т.2,"Жотев,Добри",,Т.2,23903
11678,Хр. Ботев,"Делчев,Борис",,,23904
11679,Мощта на словото,"Каранфилов,Ефр.",,,23905
11680,Насаме с тебе.Разговори,"Андреев,В.",,,23906
11681,Неописан дневник,"Гочев,Гочо",,,23907
11682,Ст. С очите на лятото,"Султанов,",,,23908
11683,Естетика,Шилер,,,23909
11684,Педагогика на математика,"Столяр,А.",,,23910
11685,Избр. Произведения т.1,"Барух,",,т.1,23911
11686,Избр. Произведения т.2,"Барух,",,т.2,23913
11687,"Стихотворения,поеми","Манчев,Ат.",,,23914
11688,Черният корсар,"Салгари,Ем.",,,23918
11689,Бялата ръкавица,"Рид,Майн",,,23920
11690,Бялата ръкавица,"Рид,Майн",,,23922
11691,Избрано,"Спасов,Цв.",,,23923
11692,Зрялата възраст на,"Ман,Хайнрих",,,23925
11693,Зрялата възраст на,"Ман,Хайнрих",,,23926
11694,Жангада,"Верн,Жул",,,23927
11695,Жангада,"Верн,Жул",,,23928
11696,Под игото,"Вазов,Ив.",,,23930
11697,Под игото,"Вазов,Ив.",,,23931
11698,Под игото,"Вазов,Ив.",,,23932
11699,Под игото,"Вазов,Ив.",,,23933
11700,Под игото,"Вазов,Ив.",,,23934
11701,Под игото,"Вазов,Ив.",,,23935
11702,Под игото,"Вазов,Ив.",,,23936
11703,Под игото,"Вазов,Ив.",,,23938
11704,Под игото,"Вазов,Ив.",,,23939
11705,Стихотворения,"Яворов,П.К.",,,23940
11706,Стихотворения,"Яворов,П.К.",,,23941
11707,Стихотворения,"Яворов,П.К.",,,23942
11708,Стихотворения,"Яворов,П.К.",,,23943
11709,Стихотворения,"Яворов,П.К.",,,23944
11710,Стихотворения,"Яворов,П.К.",,,23945
11711,Стихотворения,"Яворов,П.К.",,,23946
11712,Стихотворения,"Яворов,П.К.",,,23947
11713,Стихотворения,"Яворов,П.К.",,,23948
11714,Стихотворения,"Яворов,П.К.",,,23950
11715,Стихотворения,"Яворов,П.К.",,,23951
11716,Стихотворения,"Яворов,П.К.",,,23953
11717,Стихотворения,"Яворов,П.К.",,,23954
11718,Стихотворения,"Яворов,П.К.",,,23955
11719,Стихотворения,"Яворов,П.К.",,,23956
11720,Стихотворения,"Яворов,П.К.",,,23957
11721,Стихотворения,"Яворов,П.К.",,,23958
11722,Стихотворения,"Яворов,П.К.",,,23959
11723,Стихотворения,"Зидаров,П.",,,23960
11724,Иван Шишман,"Зидаров,К.",,,23962
11725,Иван Шишман,"Зидаров,К.",,,23963
11726,Иван Шишман,"Зидаров,К.",,,23964
11727,Иван Шишман,"Зидаров,К.",,,23965
11728, Ад,"Алигиери,Данте",,,23966
11729, Ад,"Алигиери,Данте",,,23967
11730, Ад,"Алигиери,Данте",,,23968
11731, Ад,"Алигиери,Данте",,,23969
11732, Ад,"Алигиери,Данте",,,23970
11733,Иван Шишман,"Зидаров,К.",,,23971
11734,Тартюф,Молиер,,,23972
11735,Избрани творби,Елин-Пелин,,,23973
11736,Избр. Творби,"Славейков,П.Р.",,,23974
11737,Отречени от закона,"Барух,В.",,,23975
11738,Гогол,"Троев,Петко",,,23979
11739,Гогол,"Троев,Петко",,,23980
11740,Гогол,"Троев,Петко",,,23981
11741,Гогол,"Троев,Петко",,,23982
11742,Гогол,"Троев,Петко",,,23983
11743,Гогол,"Троев,Петко",,,23984
11744,Гогол,"Троев,Петко",,,23985
11745,Гогол,"Троев,Петко",,,23986
11746,Гогол,"Троев,Петко",,,23987
11747,Гогол,"Троев,Петко",,,23988
11748,Гогол,"Троев,Петко",,,23989
11749,Гогол,"Троев,Петко",,,23990
11750,Гогол,"Троев,Петко",,,23991
11751,Гогол,"Троев,Петко",,,23992
11752,Гогол,"Троев,Петко",,,23993
11753,Гогол,"Троев,Петко",,,23995
11754,Малка енциклопедия за ...,"Пекелис,Д.",,,23996
11755,Малка енциклопедия за ...,"Пекелис,Д.",,,23997
11756,Малка енциклопедия за ...,"Пекелис,Д.",,,23998
11757,Малка енциклопедия за ...,"Пекелис,Д.",,,23999
11758,Малка енциклопедия за ...,"Пекелис,Д.",,,24000
11759,Малка енциклопедия за ...,"Пекелис,Д.",,,24001
11760,моделиране,Цифрово,,,24002
11761,моделиране,Цифрово,,,24003
11762,моделиране,Цифрово,,,24004
11763,Машините на 20 век,"Муслин,Е.",,,24005
11764,Машините на 20 век,"Муслин,Е.",,,24006
11765,Машините на 20 век,"Муслин,Е.",,,24007
11766,Чудният свят на техн.,"Сапунджиев,Г.",,,24008
11767,Чудният свят на техн.,"Сапунджиев,Г.",,,24010
11768,Гогол,"Троев,Петко",,,24011
11769,Гогол,"Троев,Петко",,,24012
11770,Гогол,"Троев,Петко",,,24013
11771,Географски речник на Б-я,,,,24015
11772,Плачът на пъдпъдъка,"Чигринов,Ив.",,,24016
11773,Няма време,"Йорданов,Недялко",,,24018
11774,Няма време,"Йорданов,Недялко",,,24019
11775,Няма време,"Йорданов,Недялко",,,24020
11776,Няма време,"Йорданов,Недялко",,,24021
11777,Пояс от листа,"Уаит,П.",,,24022
11778,Пояс от листа,"Уаит,П.",,,24023
11779,България през вековете,,,,24024
11780, Образуване на бълг.,"Ангелов,Димитър",,,24025
11781,краоси човека,Трудът,,,24026
11782,Самостоятелната работа на,"Генчев,Д.",,,24027
11783,Приключенията... Швейк,"Хашек,Яр.",,,24028
